"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61883";"";"Park Romualda Traugutta";"";"park"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"61876";"";"Park Stefana Żeromskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"61890";"";"Park Zbigniewa Herberta";"";"park"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"61865";"";"Park Rozkosz";"";"park"
"ŁÓDZKIE";"pabianicki";"Pabianice";"Pabianice";"61908";"";"Skwer im. rtm. Witolda Pileckiego";"";"skwer"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61927";"";"Rondo Tragedii Górnośląskiej 1945 roku";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"61934";"";"Skwer Jerzego Nowosielskiego";"";"skwer"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"61942";"";"Park przy Gandhiego";"";"park"
"MAŁOPOLSKIE";"wielicki";"Gdów";"Gdów";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Wilanów";"Warszawa";"61998";"";"Park Natolin";"";"park"
"POMORSKIE";"Słupsk";"Słupsk";"Słupsk";"62005";"";"Rondo Mazurka Dąbrowskiego";"";"rondo"
"PODLASKIE";"białostocki";"Łapy";"Łapy";"62013";"";"Skwer im. Ks. Prałata Józefa Wyznera Honorowego Obywatela Miasta i Gminy Łapy";"";"skwer"
"KUJAWSKO-POMORSKIE";"inowrocławski";"Inowrocław";"Inowrocław";"62028";"";"skwer Praw Kobiet";"";"skwer"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów";"50924";"";"Park Legionów";"";"park"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"50953";"pl.";"Skwer Polaków poszkodowanych przez III Rzeszę";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61852";"";"Park Promenada";"";"park"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61887";"";"Park Stanisława Dygata";"";"park"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61870";"";"Park Morskie Oko";"";"park"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"61854";"";"Park Marii Skłodowskiej-Curie";"";"park"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"61889";"";"Park Nad Balatonem";"";"park"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"61904";"";"Park Strzelecki";"";"park"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61922";"";"Rondo Górnika Zabrze";"";"rondo"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61924";"";"Rondo im. św. Kamila - Patrona Zabrza";"";"rondo"
"OPOLSKIE";"krapkowicki";"Gogolin";"Chorula";"38341";"";"Rondo Unii Europejskiej";"";"rondo"
"ZACHODNIOPOMORSKIE";"policki";"Police";"Tanowo";"61957";"";"Skwer im. Misia Wojtka";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"38341";"";"Rondo Unii Europejskiej";"";"rondo"
"WIELKOPOLSKIE";"wolsztyński";"Wolsztyn";"Wolsztyn";"41146";"";"Rondo Ofiar Katynia";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"56945";"";"Skwer Wojciecha Młynarskiego";"";"skwer"
"MAZOWIECKIE";"legionowski";"Nieporęt";"Stanisławów Pierwszy";"61991";"";"Rondo im. Jerzego Boskiego";"";"rondo"
"MAZOWIECKIE";"wyszkowski";"Wyszków";"Wyszków";"41431";"";"Rondo ppłk. Witolda Szaniawskiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"kołobrzeski";"Kołobrzeg";"Kołobrzeg";"57157";"";"Rondo Praw Kobiet";"";"rondo"
"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Raszówka";"61237";"";"Skwer Najświętszej Maryi Panny";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45018";"";"Skwer 1 Dywizji Pancernej WP";"";"skwer"
"ŚLĄSKIE";"Żory";"Żory";"Żory";"45087";"";"Rondo Litewskie Pasvalys";"";"rondo"
"POMORSKIE";"kartuski";"Żukowo";"Chwaszczyno";"45179";"";"Rondo im. Księdza Infułata Antoniego Liedtke";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45274";"";"Skwer Męczenników Oświęcimskich";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45276";"";"Skwer Stanisława Barei";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Sierakowo";"41511";"";"Rondo Rotmistrza Witolda Pileckiego";"";"rondo"
"WIELKOPOLSKIE";"koniński";"Kleczew";"Kleczew";"45411";"";"Rondo Powstańców Styczniowych";"";"rondo"
"WIELKOPOLSKIE";"wrzesiński";"Nekla";"Nekla";"39826";"";"Rondo Jana Pawła II";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Kórnik";"Gądki";"50955";"";"Rondo Theodorusa Raben";"";"rondo"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"45415";"";"Rondo im. Prezydenta Lecha Kaczyńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Praga-Północ";"Warszawa";"45445";"";"Rondo Stefana Starzyńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45436";"";"Rondo Organizacji Narodów Zjednoczonych";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45434";"";"Rondo Józefa Szczepańskiego ""Ziutka""";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45436";"";"Rondo Organizacji Narodów Zjednoczonych";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Białołęka";"Warszawa";"45494";"";"Skwer Przyjaciół Węgierskich";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Praga-Północ";"Warszawa";"45497";"";"Skwer płk. Antoniego Władysława Żurowskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45460";"";"Skwer Jerzego Giedroycia";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45462";"";"Skwer Matki Sybiraczki";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45469";"";"Skwer Stanisława Wisłockiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45471";"";"Skwer Tekli Bądarzewskiej";"";"skwer"
"MAŁOPOLSKIE";"Tarnów";"Tarnów";"Tarnów";"45109";"";"Skwer Świętego Maksymiliana Marii Kolbego";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45105";"";"Park Alojzego Budnioka";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45132";"";"Rondo Zdzisława Maklakiewicza";"";"rondo"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"45173";"ul.";"Rondo Ronalda Reagana";"";"rondo"
"ŚLĄSKIE";"myszkowski";"Myszków";"Myszków";"45178";"";"Skwer Przedsiębiorców";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Rawicz";"44175";"";"Rondo Żołnierzy Wyklętych";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45281";"";"Skwer Roberta Oszka";"";"skwer"
"ŚWIĘTOKRZYSKIE";"starachowicki";"Starachowice";"Starachowice";"45310";"";"Skwer im. Harcmistrzów Ludmiły i Stefana Mazurkiewiczów";"";"skwer"
"MAZOWIECKIE";"pruszkowski";"Brwinów";"Brwinów";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"starogardzki";"Starogard Gdański";"Starogard Gdański";"45324";"";"Rondo Świętego Wojciecha";"";"rondo"
"ŚLĄSKIE";"będziński";"Czeladź";"Czeladź";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Wawer";"Warszawa";"45413";"";"Rondo ppor. Feliksa Zaremby";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"45447";"";"Rondo Jerzego Waszyngtona";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Rembertów";"Warszawa";"45432";"";"Rondo gen. Augusta Emila Fieldorfa ""Nila""";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"45430";"";"Rondo Jana Szala";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Bemowo";"Warszawa";"45492";"";"Skwer Jacka Decowskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"45490";"";"Skwer Reduty Kaliskiej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45456";"";"Skwer Batalionu AK ""Gozdawa""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45458";"";"Skwer Bohdana Wodiczko";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45473";"";"Skwer Zgrupowania AK ""Róg""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"45475";"";"Skwer 16 Września 1944 r.";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45275";"";"Skwer Piotra Urbańczyka";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45282";"";"Skwer Bolesława Szabelskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"45414";"";"Rondo Aleksandra Żabczyńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Wawer";"Warszawa";"45412";"";"Rondo Aleksandra Kulikowskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"45431";"";"Rondo Feliksa Stamma";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"45446";"";"Rondo Wiatraczna";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Targówek";"Warszawa";"45448";"";"Rondo Żaba";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"45429";"";"Rondo Dżochara Dudajewa";"";"rondo"
"WIELKOPOLSKIE";"Kalisz";"Kalisz";"Kalisz";"45351";"";"Rondo na Trakcie Wieluńskim";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45440";"";"Rondo Jazdy Polskiej";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45441";"";"Rondo Stanisława Sedlaczka";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"45501";"";"Skwer Tarasa Szewczenki";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Praga-Północ";"Warszawa";"45502";"";"Skwer ks. Stefana Niedzielaka";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45464";"";"Skwer Mirosława Iringha";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45465";"";"Skwer Oleandrów";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45468";"";"Skwer Stanisława Jankowskiego ""Agatona""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"40042";"";"Skwer Sybiraków";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45483";"";"Skwer gen. Jana Jura-Gorzechowskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"45482";"";"Skwer Wołyński";"";"skwer"
"MAZOWIECKIE";"sochaczewski";"Sochaczew";"Sochaczew";"39826";"";"Rondo Jana Pawła II";"";"rondo"
"DOLNOŚLĄSKIE";"oławski";"Oława";"Oława";"45677";"";"Skwer św. Rocha";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"57985";"";"Park im. Tadeusza Kościuszki";"";"park"
"DOLNOŚLĄSKIE";"kłodzki";"Bystrzyca Kłodzka";"Bystrzyca Kłodzka";"61314";"";"skwer Różany";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Nowa Huta";"Kraków";"52897";"";"Rondo ppor. pil. Janiny Lewandowskiej";"";"rondo"
"ŚLĄSKIE";"Jastrzębie-Zdrój";"Jastrzębie-Zdrój";"Jastrzębie-Zdrój";"60244";"";"Rondo Powstań Śląskich";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"51725";"";"Park Marcina Gerssa";"";"park"
"LUBELSKIE";"chełmski";"Rejowiec Fabryczny";"Rejowiec Fabryczny";"45280";"";"Skwer Rotmistrza Witolda Pileckiego";"";"skwer"
"LUBUSKIE";"nowosolski";"Nowa Sól";"Nowa Sól";"49694";"";"Park Chrztu Polski";"";"park"
"OPOLSKIE";"głubczycki";"Głubczyce";"Głubczyce";"47941";"";"Rondo Orląt Lwowskich";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49761";"";"Os. Młocki Dolne";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49763";"";"Os. Moskwiki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49765";"";"Os. Polaki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49770";"";"Os. Szafarze";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49773";"";"Os. Za Kościołem";"";"os."
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Siesławice";"42679";"";"Rondo Niepodległości";"";"rondo"
"PODKARPACKIE";"brzozowski";"Brzozów";"Humniska";"49867";"";"Rondo abp. Ignacego Tokarczuka";"";"rondo"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"49874";"";"Rondo 4 czerwca 1989 r.";"";"rondo"
"WIELKOPOLSKIE";"koniński";"Rychwał";"Rychwał";"45328";"ul.";"Rondo im. Bohaterów Powstania Styczniowego";"";"rondo"
"ZACHODNIOPOMORSKIE";"świdwiński";"Połczyn-Zdrój";"Połczyn-Zdrój";"31330";"";"Rondo Sybiraków";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45451";"";"Rynek Solecki";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45433";"";"Rondo Ignacego Daszyńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45437";"";"Rondo Tybetu";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"45444";"";"Rondo Ofiar Zbrodni Katyńskiej";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"ełcki";"Ełk";"Ełk";"45693";"";"Rondo Saperów";"";"rondo"
"ŚLĄSKIE";"Mysłowice";"Mysłowice";"Mysłowice";"49258";"";"Rondo Światowych Dni Młodzieży 2016";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Bemowo";"Warszawa";"45493";"";"Skwer płk. Ignacego Boernera";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"45476";"";"Skwer 30 Pułku Strzelców Kaniowskich";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"45489";"";"Skwer ks. Jana Salamuchy";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"45491";"";"Skwer Sue Ryder";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45457";"";"Skwer Batalionu AK ""Miłosz""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45459";"";"Skwer Duśki Trafankowskiej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45474";"";"Skwer 3 Batalionu Pancernego AK ""Golski""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45522";"";"Park Karola Beyera";"";"park"
"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków";"50908";"";"Rondo 100-lecia Pruszkowa";"";"rondo"
"KUJAWSKO-POMORSKIE";"inowrocławski";"Gniewkowo";"Gniewkowo";"45679";"";"Rondo ""Żołnierzy Wyklętych""";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"43373";"";"Rondo Ronalda Reagana";"";"rondo"
"OPOLSKIE";"Opole";"Opole";"Opole";"50962";"pl.";"Skwer Biskupa Antoniego Adamiuka";"";"skwer"
"ZACHODNIOPOMORSKIE";"sławieński";"Darłowo";"Darłowo";"51000";"";"Rondo Nadmorskie";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"45277";"";"Skwer Augustyna Pająka";"";"skwer"
"ŚLĄSKIE";"myszkowski";"Koziegłowy";"Koziegłowy";"45301";"";"Rondo Walentego Roździeńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"45428";"";"Rondo Zesłańców Syberyjskich";"";"rondo"
"POMORSKIE";"kartuski";"Żukowo";"Żukowo";"51012";"";"Rondo im. 66 Kaszubskiego Pułku Piechoty";"";"rondo"
"POMORSKIE";"kartuski";"Żukowo";"Żukowo";"51012";"";"Rondo im. 66 Kaszubskiego Pułku Piechoty";"";"rondo"
"LUBELSKIE";"kraśnicki";"Kraśnik";"Kraśnik";"50936";"";"Park Świętego Jana Pawła II";"";"park"
"PODKARPACKIE";"niżański";"Nisko";"Nisko";"50084";"";"Rondo Hetmana Stefana Czarnieckiego";"";"rondo"
"ŚLĄSKIE";"raciborski";"Racibórz";"Racibórz";"50944";"";"Rondo im. Jana Darowskiego";"";"rondo"
"PODKARPACKIE";"Przemyśl";"Przemyśl";"Przemyśl";"50970";"";"Skwer Wyszehradzki";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"45618";"";"Skwer Konika Zwierzynieckiego";"";"skwer"
"MAZOWIECKIE";"miński";"Kałuszyn";"Ryczołek";"45626";"";"Rondo im. ks. Stanisława Brzóski";"";"rondo"
"MAZOWIECKIE";"Radom";"Radom";"Radom";"45659";"";"Skwer Maryi Matki Życia";"";"skwer"
"ŚLĄSKIE";"kłobucki";"Kłobuck";"Kłobuck";"51033";"";"Rondo Zagórze";"";"rondo"
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"50927";"";"Rondo Niezależnego Zrzeszenia Studentów";"";"rondo"
"ŚLĄSKIE";"kłobucki";"Kłobuck";"Kłobuck";"45745";"";"Rondo 3 Maja";"";"rondo"
"MAZOWIECKIE";"otwocki";"Józefów";"Józefów";"51029";"";"Rondo im. Bronisława Kowalskiego";"";"rondo"
"ŚLĄSKIE";"kłobucki";"Kłobuck";"Kłobuck";"51032";"";"Rondo im. Jana Długosza";"";"rondo"
"POMORSKIE";"starogardzki";"Starogard Gdański";"Starogard Gdański";"51051";"";"Rondo Starogardzkich Strażaków";"";"rondo"
"MAZOWIECKIE";"sochaczewski";"Sochaczew";"Sochaczew";"42264";"";"Rondo Prezydenta Lecha Kaczyńskiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"sławieński";"Darłowo";"Darłowo";"50999";"";"Rondo Sportowców";"";"rondo"
"POMORSKIE";"wejherowski";"Luzino";"Luzino";"51010";"";"Park prof. Gerarda Labudy";"";"park"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"51025";"";"Rondo Roberta Schumana";"";"rondo"
"ZACHODNIOPOMORSKIE";"sławieński";"Darłowo";"Darłowo";"51001";"";"Rondo Kutrowskie";"";"rondo"
"PODLASKIE";"łomżyński";"Piątnica";"Piątnica Poduchowna";"51142";"";"Rondo im. Druha Szarego";"";"rondo"
"ŁÓDZKIE";"pabianicki";"Pabianice";"Pabianice";"46919";"";"Skwer im. Anny Walentynowicz";"";"skwer"
"ŁÓDZKIE";"radomszczański";"Radomsko";"Radomsko";"46906";"pl.";"Skwer Żołnierzy Wyklętych";"";"skwer"
"WIELKOPOLSKIE";"czarnkowsko-trzcianecki";"Trzcianka";"Trzcianka";"37828";"";"Rondo Solidarności";"";"rondo"
"ŚLĄSKIE";"raciborski";"Racibórz";"Racibórz";"46013";"";"Rondo im. Żołnierzy Niezłomnych";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"51182";"";"Skwer Jana Matejki";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"51190";"";"Skwer Młodych Plastyków";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"51197";"";"Skwer Raoula Wallenberga";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"51204";"";"Skwer Porozumienia Jastrzębskiego 1980 roku";"";"skwer"
"WIELKOPOLSKIE";"szamotulski";"Duszniki";"Duszniki";"48531";"";"Rondo im. Żołnierzy Wyklętych";"";"rondo"
"POMORSKIE";"wejherowski";"Wejherowo";"Bolszewo";"51002";"";"Rondo ks. Zygmunta Woszczka";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"51021";"ul.";"Skwer Ofiar Sprawy Elbląskiej";"";"skwer"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"49910";"";"Rondo Franciszkańskie";"";"rondo"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"49912";"";"Rondo Leona Wyczółkowskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"44948";"";"Rondo Ryszarda Kaczorowskiego";"";"rondo"
"LUBELSKIE";"łukowski";"Łuków";"Łuków";"49938";"";"Rondo Jana Dębskiego";"";"rondo"
"MAŁOPOLSKIE";"chrzanowski";"Chrzanów";"Chrzanów";"45676";"";"Rondo im. Rotmistrza Witolda Pileckiego";"";"rondo"
"MAZOWIECKIE";"mławski";"Mława";"Mława";"42679";"";"Rondo Niepodległości";"";"rondo"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"51193";"";"Skwer Emila i Georga Zillmannów";"";"skwer"
"MAZOWIECKIE";"grójecki";"Grójec";"Grójec";"46282";"";"Rondo Honorowych Dawców Krwi";"";"rondo"
"KUJAWSKO-POMORSKIE";"bydgoski";"Solec Kujawski";"Solec Kujawski";"51244";"";"Skwer gen. Antoniego Hedy-Szarego";"";"skwer"
"KUJAWSKO-POMORSKIE";"bydgoski";"Solec Kujawski";"Solec Kujawski";"51245";"";"Skwer im. dra Henryka Jordana";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"51063";"";"Skwer Wasyla Stusa";"";"skwer"
"MAZOWIECKIE";"legionowski";"Wieliszew";"Wieliszew";"51080";"ul.";"Al. Solidarności";"";"al."
"MAZOWIECKIE";"mławski";"Mława";"Mława";"51114";"";"Rondo Wólka";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"62058";"";"Skwer Zofii i Kazimierza Moczarskich";"";"skwer"
"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"Łódź";"62062";"";"Skwer im. Związku Strzeleckiego-""Strzelca""";"";"skwer"
"MAZOWIECKIE";"radomski";"Jedlińsk";"Jedlińsk";"62067";"";"Park im. ks. Jana Kloczkowskiego";"";"park"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"62099";"";"Skwer Wielowiekowej Przyjaźni Polsko-Ormiańskiej";"";"skwer"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"15702";"";"Park Miejski";"";"park"
"WIELKOPOLSKIE";"kępiński";"Kępno";"Myjomice";"62157";"";"Rondo im. Rycerza Myjoma";"";"rondo"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"04223";"ul.";"Droga Łąkowa";"";"droga"
"WIELKOPOLSKIE";"kolski";"Koło";"Koło";"44096";"";"Skwer Niepodległości";"";"skwer"
"LUBELSKIE";"lubartowski";"Ostrów Lubelski";"Ostrów Lubelski";"43769";"";"Skwer im. 27 Wołyńskiej Dywizji Piechoty Armii Krajowej";"";"skwer"
"MAŁOPOLSKIE";"gorlicki";"Gorlice";"Gorlice";"15702";"";"Park Miejski";"";"park"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"50430";"";"Park Powstańców Śląskich";"";"park"
"POMORSKIE";"Gdynia";"Gdynia";"Gdynia";"62092";"";"Rondo Gdyńskich Portowców";"";"rondo"
"LUBUSKIE";"słubicki";"Rzepin";"Rzepin";"62108";"";"Skwer Kresowian";"";"skwer"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"62142";"";"Park im. gen. Tadeusza Kościuszki";"";"park"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"62141";"";"Park Rodzinny";"";"park"
"ŁÓDZKIE";"łódzki wschodni";"Andrespol";"Wiśniowa Góra";"62165";"ul.";"Al. Róż";"";"al."
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"62194";"";"Rondo Zrzeszenia Wolność i Niezawisłość";"";"rondo"
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"62196";"";"Rondo płk. Ryszarda J. Kuklińskiego";"";"rondo"
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"40445";"";"Rondo Narodowych Sił Zbrojnych";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"Kętrzyn";"54983";"";"Rondo imienia Jana Pawła II";"";"rondo"
"LUBELSKIE";"łęczyński";"Łęczna";"Łęczna";"45676";"";"Rondo im. Rotmistrza Witolda Pileckiego";"";"rondo"
"LUBELSKIE";"tomaszowski";"Tomaszów Lubelski";"Tomaszów Lubelski";"62180";"ul.";"Al. Sportowa";"";"al."
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"62186";"";"Skwer Borowiczan";"";"skwer"
"LUBELSKIE";"Lublin";"Lublin";"Lublin";"44456";"";"Rondo Nauczycieli Tajnego Nauczania";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"Kętrzyn";"40841";"";"Rondo ""Solidarności""";"";"rondo"
"ŚLĄSKIE";"bielski";"Jasienica";"Jasienica";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"45479";"";"Skwer Stanisława Broniewskiego ""Orszy""";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45461";"";"Skwer ks. Jana Twardowskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"45472";"";"Skwer Więźniów Politycznych Stalinizmu";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"45498";"";"Skwer Muzyki Węgierskiej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"45486";"";"Skwer Rodziny Lilpopów";"";"skwer"
"MAŁOPOLSKIE";"krakowski";"Skawina";"Skawina";"45510";"";"Skwer im. Prezydenta Rzeczypospolitej Polskiej Profesora Lecha Kaczyńskiego";"";"skwer"
