TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-559-4;Wieloznaczność;High;Poznań - Mickiewicza w 3 wariantach (pl., park, ul.) w różnych delegaturach;ul. Mickiewicza;;Poznań;;pl. Mickiewicza Adama;;Poznań;;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Poznań: pl. w Stare Miasto, park w Jeżyce, ul. w Jeżyce;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-559-5;Wieloznaczność;High;Wieloznaczność - Poznań: 'mickiewicza' bez cechy - wymaga wyboru;mickiewicza;;Poznań;;pl. Mickiewicza Adama;;Poznań;;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-559-6;Wieloznaczność;High;Wieloznaczność - Poznań: 'mickiewicza' bez cechy, kod 00-000;mickiewicza;;Poznań;00-000;pl. Mickiewicza Adama;;Poznań;;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-559-7;Wieloznaczność;High;Wieloznaczność - Poznań: 'mickiewicza' bez cechy, kod 60-000;mickiewicza;;Poznań;60-000;pl. Mickiewicza Adama;;Poznań;;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-560-1;Wieloznaczność;High;Sulechów - Powstańców Wielkopolskich w 3 wariantach (ul., park, rondo);Powstańców Wielkopolskich;;Sulechów;;ul. Powstańców Wielkopolskich;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park, rondo Powstańców Wielkopolskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-560-2;Wieloznaczność;High;Sulechów - Powstańców Wielkopolskich w 3 wariantach (ul., park, rondo);ul. Powstańców Wielkopolskich;;Sulechów;;ul. Powstańców Wielkopolskich;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park, rondo Powstańców Wielkopolskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-560-3;Wieloznaczność;High;Sulechów - Powstańców Wielkopolskich w 3 wariantach (ul., park, rondo);park Powstańców Wielkopolskich;;Sulechów;;ul. Powstańców Wielkopolskich;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park, rondo Powstańców Wielkopolskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-560-4;Wieloznaczność;High;Sulechów - Powstańców Wielkopolskich w 3 wariantach (ul., park, rondo);rondo Powstańców Wielkopolskich;;Sulechów;;ul. Powstańców Wielkopolskich;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park, rondo Powstańców Wielkopolskich;RYZYKO: Może automatycznie wybrać złą cechę
TC-561-1;Wieloznaczność;High;Sulechów - Kościuszki w 3 wariantach (ul., park, ul.) w różnych miejscowościach;Kościuszki;;Sulechów;;park Kościuszki Tadeusza;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park im. Tadeusza, ul. Tadeusza (ostatnia w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Kocmyrzów-Luborzyca) zamiast Sulechowa
TC-561-2;Wieloznaczność;High;Sulechów - Kościuszki w 3 wariantach (ul., park, ul.) w różnych miejscowościach;ul. Kościuszki;;Sulechów;;park Kościuszki Tadeusza;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park im. Tadeusza, ul. Tadeusza (ostatnia w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Kocmyrzów-Luborzyca) zamiast Sulechowa
TC-561-3;Wieloznaczność;High;Sulechów - Kościuszki w 3 wariantach (ul., park, ul.) w różnych miejscowościach;park Kościuszki;;Sulechów;;park Kościuszki Tadeusza;;Sulechów;;LUBUSKIE;zielonogórski;Sulechów;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Sulechów: ul., park im. Tadeusza, ul. Tadeusza (ostatnia w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Kocmyrzów-Luborzyca) zamiast Sulechowa
TC-561-4;Wieloznaczność;High;Wieloznaczność - Sulechów: 'kościuszki' bez cechy - wymaga wyboru;kościuszki;;Sulechów;;park Kościuszki Tadeusza;;Sulechów;;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do innej miejscowości (Kocmyrzów-Luborzyca) zamiast Sulechowa
TC-562-1;Wieloznaczność;High;Łódź - Staszica park vs ul. z różnymi NAZWA_2;Staszica;;Łódź;90-001;ul. Staszica ks. Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. ks. Stanisława w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-562-2;Wieloznaczność;High;Łódź - Staszica park vs ul. z różnymi NAZWA_2;ul. Staszica;;Łódź;90-001;ul. Staszica ks. Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. ks. Stanisława w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-562-3;Wieloznaczność;High;Łódź - Staszica park vs ul. z różnymi NAZWA_2;park Staszica;;Łódź;90-001;ul. Staszica ks. Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Śródmieście;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. ks. Stanisława w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-562-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'staszica' bez cechy - wymaga wyboru;staszica;;Łódź;;ul. Staszica ks. Stanisława;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-562-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'staszica' bez cechy, kod 90-000;staszica;;Łódź;90-000;ul. Staszica ks. Stanisława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-562-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'staszica' bez cechy, kod 00-000;staszica;;Łódź;00-000;ul. Staszica ks. Stanisława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-563-1;Wieloznaczność;High;Łódź - Piastowski park vs pl.;Piastowski;;Łódź;90-001;park Piastowski;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs pl. Piastowski w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-563-2;Wieloznaczność;High;Łódź - Piastowski park vs pl.;park Piastowski;;Łódź;90-001;park Piastowski;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs pl. Piastowski w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-563-3;Wieloznaczność;High;Łódź - Piastowski park vs pl.;pl. Piastowski;;Łódź;90-001;park Piastowski;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs pl. Piastowski w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-563-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'piastowski' bez cechy - wymaga wyboru;piastowski;;Łódź;;park Piastowski;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-563-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'piastowski' bez cechy, kod 90-000;piastowski;;Łódź;90-000;park Piastowski;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-563-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'piastowski' bez cechy, kod 00-000;piastowski;;Łódź;00-000;park Piastowski;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-564-1;Wieloznaczność;High;Łódź - Cyganka ul. vs skwer;ul. Cyganka;;Łódź;90-001;ul. Cyganka;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. vs skwer Cyganka;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-564-2;Wieloznaczność;High;Łódź - Cyganka ul. vs skwer;skwer Cyganka;;Łódź;90-001;ul. Cyganka;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. vs skwer Cyganka;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-564-3;Wieloznaczność;High;Wieloznaczność - Łódź: 'cyganka' bez cechy - wymaga wyboru;cyganka;;Łódź;;ul. Cyganka;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-564-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'cyganka' bez cechy, kod 90-000;cyganka;;Łódź;90-000;ul. Cyganka;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-564-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'cyganka' bez cechy, kod 00-000;cyganka;;Łódź;00-000;ul. Cyganka;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-1;Wieloznaczność;High;Łódź - Broniewskiego ul. vs rondo;Broniewskiego;;Łódź;90-001;ul. Broniewskiego Władysława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. vs rondo Broniewskiego;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-2;Wieloznaczność;High;Łódź - Broniewskiego ul. vs rondo;ul. Broniewskiego;;Łódź;90-001;ul. Broniewskiego Władysława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. vs rondo Broniewskiego;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-3;Wieloznaczność;High;Łódź - Broniewskiego ul. vs rondo;rondo Broniewskiego;;Łódź;90-001;ul. Broniewskiego Władysława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: ul. vs rondo Broniewskiego;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'broniewskiego' bez cechy - wymaga wyboru;broniewskiego;;Łódź;;ul. Broniewskiego Władysława;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'broniewskiego' bez cechy, kod 90-000;broniewskiego;;Łódź;90-000;ul. Broniewskiego Władysława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-565-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'broniewskiego' bez cechy, kod 00-000;broniewskiego;;Łódź;00-000;ul. Broniewskiego Władysława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-1;Wieloznaczność;High;Łódź - Żeromskiego park vs ul.;Żeromskiego;;Łódź;90-001;park Żeromskiego Stefana;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs ul. Żeromskiego w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-2;Wieloznaczność;High;Łódź - Żeromskiego park vs ul.;park Żeromskiego;;Łódź;90-001;park Żeromskiego Stefana;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs ul. Żeromskiego w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-3;Wieloznaczność;High;Łódź - Żeromskiego park vs ul.;ul. Żeromskiego;;Łódź;90-001;park Żeromskiego Stefana;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs ul. Żeromskiego w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'żeromskiego' bez cechy - wymaga wyboru;żeromskiego;;Łódź;;park Żeromskiego Stefana;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'żeromskiego' bez cechy, kod 90-000;żeromskiego;;Łódź;90-000;park Żeromskiego Stefana;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-566-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'żeromskiego' bez cechy, kod 00-000;żeromskiego;;Łódź;00-000;park Żeromskiego Stefana;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-567-1;Wieloznaczność;High;Łódź - Poniatowskiego park vs ul. z różnymi NAZWA_2;Poniatowskiego;;Łódź;90-001;park Poniatowskiego im. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-567-2;Wieloznaczność;High;Łódź - Poniatowskiego park vs ul. z różnymi NAZWA_2;park Poniatowskiego;;Łódź;90-001;park Poniatowskiego im. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-567-3;Wieloznaczność;High;Łódź - Poniatowskiego park vs ul. z różnymi NAZWA_2;ul. Poniatowskiego;;Łódź;90-001;park Poniatowskiego im. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-567-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'poniatowskiego' bez cechy - wymaga wyboru;poniatowskiego;;Łódź;;park Poniatowskiego im. Józefa;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-567-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'poniatowskiego' bez cechy, kod 90-000;poniatowskiego;;Łódź;90-000;park Poniatowskiego im. Józefa;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-567-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'poniatowskiego' bez cechy, kod 00-000;poniatowskiego;;Łódź;00-000;park Poniatowskiego im. Józefa;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-1;Wieloznaczność;Medium;Łódź - Głowackiego pl. vs ul. z różnymi NAZWA_2;Głowackiego;;Łódź;90-001;pl. Głowackiego Bartosza;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-2;Wieloznaczność;Medium;Łódź - Głowackiego pl. vs ul. z różnymi NAZWA_2;pl. Głowackiego;;Łódź;90-001;pl. Głowackiego Bartosza;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-3;Wieloznaczność;Medium;Łódź - Głowackiego pl. vs ul. z różnymi NAZWA_2;ul. Głowackiego;;Łódź;90-001;pl. Głowackiego Bartosza;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-4;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'głowackiego' bez cechy - wymaga wyboru;głowackiego;;Łódź;;pl. Głowackiego Bartosza;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-5;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'głowackiego' bez cechy, kod 90-000;głowackiego;;Łódź;90-000;pl. Głowackiego Bartosza;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-568-6;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'głowackiego' bez cechy, kod 00-000;głowackiego;;Łódź;00-000;pl. Głowackiego Bartosza;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-569-1;Wieloznaczność;Medium;Łódź - Matejki park vs ul.;Matejki;;Łódź;90-000;park Matejki Jana;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs ul. Matejki;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-569-2;Wieloznaczność;Medium;Łódź - Matejki park vs ul.;park Matejki;;Łódź;90-000;park Matejki Jana;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź-Śródmieście;<0.7;<0.7;<0.7;<0.7;Dane z powtorzenia - Łódź: park vs ul. Matejki;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-569-3;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'matejki' bez cechy - wymaga wyboru;matejki;;Łódź;;park Matejki Jana;;Łódź;90-000;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-569-4;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'matejki' bez cechy, kod 90-000;matejki;;Łódź;90-000;park Matejki Jana;;Łódź;90-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
TC-569-5;Wieloznaczność;Medium;Wieloznaczność - Łódź: 'matejki' bez cechy, kod 00-000;matejki;;Łódź;00-000;park Matejki Jana;;Łódź;90-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę
